Stock Name,Symbol,Sector,Industry Name,Exchange, ISIN NUMBER
VL Infraprojects Ltd.,VLINFRA,Infrastructure,Engineering - Construction,NSE,INE0QXL01015
Agni Green Power Ltd.,AGNI,Infrastructure,Engineering - Construction,NSE,INE0LF301013
Salasar Exteriors & Contour Ltd.,SECL,Infrastructure,Engineering - Construction,NSE,#N/A
Akash Infra-Projects Ltd.,AKASH,Infrastructure,Engineering - Construction,NSE,INE737W01013
Manav Infra Projects Ltd.,MANAV,Infrastructure,Engineering - Construction,NSE,INE104Y01012
MEP Infrastructure Developers Ltd.,MEP,Infrastructure,Engineering - Construction,NSE,INE776I01010
Kaushalya Infrastructure Development Corporation Ltd.,KAUSHALYA,Infrastructure,Engineering - Construction,NSE,INE234I01028
TechIndia Nirman Ltd.,TECHIN,Infrastructure,Engineering - Construction,NSE,INE778A01021
Transwind Infrastructures Ltd.,TRANSWIND,Infrastructure,Engineering - Construction,NSE,INE792X01016
Indifra Ltd.,INDIFRA,Infrastructure,Engineering - Construction,NSE,INE0PS301014
Setubandhan Infrastructure Ltd.,SETUINFRA,Infrastructure,Engineering - Construction,NSE,INE023M01027
Mcnally Bharat Engineering Company Ltd.,MBECL,Infrastructure,Engineering - Construction,NSE,INE748A01016
AB Infrabuild Ltd. - RE,ABIN-RE,Infrastructure,Engineering - Construction,NSE,#N/A
SEPC Ltd- Partly Paid-up Equity Shares (Rights Issue),SEPCPP,Infrastructure,Engineering - Construction,NSE,IN9964H01012
NBCC (India) Ltd.,NBCC,Other,Engineering Consultancy,NSE,INE095N01031
Rites Ltd.,RITES,Other,Engineering Consultancy,NSE,INE320J01015
Mold-Tek Technologies Ltd.,MOLDTECH,Other,Engineering Consultancy,NSE,INE835B01035
HVAX Technologies Ltd.,HVAX,Other,Engineering Consultancy,NSE,INE0TO501019
Winsol Engineers Ltd.,WINSOL,Other,Engineering Consultancy,NSE,INE0S3D01016
Dhruv Consultancy Services Ltd.,DHRUV,Other,Engineering Consultancy,NSE,INE506Z01015
Blue Pebble Ltd.,BLUEPEBBLE,Other,Engineering Consultancy,NSE,INE0SAK01011
Manglam Infra & Engineering Ltd.,MIEL,Other,Engineering Consultancy,NSE,INE0R3101011
Falcon Technoprojects India Ltd.,FALCONTECH,Other,Engineering Consultancy,NSE,INE0PQK01013
Bharat Heavy Electricals Ltd.,BHEL,Capital Goods,Engineering - Industrial Equipments,NSE,INE257A01026
Thermax Ltd.,THERMAX,Capital Goods,Engineering - Industrial Equipments,NSE,INE152A01029
Jyoti CNC Automation Ltd.,JYOTICNC,Capital Goods,Engineering - Industrial Equipments,NSE,INE980O01024
Kirloskar Oil Engines Ltd.,KIRLOSENG,Capital Goods,Engineering - Industrial Equipments,NSE,INE146L01010
Triveni Turbine Ltd.,TRITURBINE,Capital Goods,Engineering - Industrial Equipments,NSE,INE152M01016
Tega Industries Ltd.,TEGA,Capital Goods,Engineering - Industrial Equipments,NSE,INE011K01018
Elecon Engineering Company Ltd.,ELECON,Capital Goods,Engineering - Industrial Equipments,NSE,INE205B01031
Azad Engineering Ltd.,AZAD,Capital Goods,Engineering - Industrial Equipments,NSE,INE02IJ01035
Inox India Ltd.,INOXINDIA,Capital Goods,Engineering - Industrial Equipments,NSE,INE616N01034
Aequs Ltd.,AEQUS,Capital Goods,Engineering - Industrial Equipments,NSE,INE947N01017
Lloyds Engineering Works Ltd.,LLOYDSENGG,Capital Goods,Engineering - Industrial Equipments,NSE,INE093R01011
Ajax Engineering Ltd.,AJAXENGG,Capital Goods,Engineering - Industrial Equipments,NSE,INE274Y01021
Praj Industries Ltd.,PRAJIND,Capital Goods,Engineering - Industrial Equipments,NSE,INE074A01025
GMM Pfaudler Ltd.,GMMPFAUDLR,Capital Goods,Engineering - Industrial Equipments,NSE,INE541A01023
Skipper Ltd.,SKIPPER,Capital Goods,Engineering - Industrial Equipments,NSE,INE439E01022
KRN Heat Exchanger And Refrigeration Ltd.,KRN,Capital Goods,Engineering - Industrial Equipments,NSE,INE0Q3J01015
The Anup Engineering Ltd.,ANUP,Capital Goods,Engineering - Industrial Equipments,NSE,INE294Z01018
Harsha Engineers International Ltd.,HARSHA,Capital Goods,Engineering - Industrial Equipments,NSE,INE0JUS01029
Kirloskar Industries Ltd.,KIRLOSIND,Capital Goods,Engineering - Industrial Equipments,NSE,INE250A01039
HLE Glascoat Ltd.,HLEGLAS,Capital Goods,Engineering - Industrial Equipments,NSE,INE461D01028
Sanghvi Movers Ltd.,SANGHVIMOV,Capital Goods,Engineering - Industrial Equipments,NSE,INE989A01032
Marine Electricals (India) Ltd.,MARINE,Capital Goods,Engineering - Industrial Equipments,NSE,INE01JE01028
Standard Engineering Technology Ltd.,SGLTL,Capital Goods,Engineering - Industrial Equipments,NSE,INE0M4D01010
Jash Engineering Ltd.,JASH,Capital Goods,Engineering - Industrial Equipments,NSE,INE039O01029
Windsor Machines Ltd.,WINDMACHIN,Capital Goods,Engineering - Industrial Equipments,NSE,INE052A01021
Uniparts India Ltd.,UNIPARTS,Capital Goods,Engineering - Industrial Equipments,NSE,INE244O01017
M&B Engineering Ltd.,MBEL,Capital Goods,Engineering - Industrial Equipments,NSE,INE08N601015
RM Drip and Sprinklers System Ltd.,RMDRIP,Capital Goods,Engineering - Industrial Equipments,NSE,INE219Y01026
HMT Ltd.,HMT,Capital Goods,Engineering - Industrial Equipments,NSE,INE262A01018
Salasar Techno Engineering Ltd.,SALASAR,Capital Goods,Engineering - Industrial Equipments,NSE,INE170V01027
Tembo Global Industries Ltd.,TEMBO,Capital Goods,Engineering - Industrial Equipments,NSE,INE869Y01010
Dee Development Engineers Ltd,DEEDEV,Capital Goods,Engineering - Industrial Equipments,NSE,INE841L01016
JNK India Ltd.,JNKINDIA,Capital Goods,Engineering - Industrial Equipments,NSE,INE0OAF01028
Everest Kanto Cylinder Ltd.,EKC,Capital Goods,Engineering - Industrial Equipments,NSE,INE184H01027
Walchandnagar Industries Ltd.,WALCHANNAG,Capital Goods,Engineering - Industrial Equipments,NSE,INE711A01022
Rajoo Engineers Ltd.,RAJOOENG,Capital Goods,Engineering - Industrial Equipments,NSE,INE535F01024
Indef Manufacturing Ltd.,BAJAJINDEF,Capital Goods,Engineering - Industrial Equipments,NSE,INE0O9T01021
Mamata Machinery Ltd.,MAMATA,Capital Goods,Engineering - Industrial Equipments,NSE,INE0TO701015
Macpower CNC Machines Ltd.,MACPOWER,Capital Goods,Engineering - Industrial Equipments,NSE,INE155Z01011
Gala Precision Engineering Ltd.,GALAPREC,Capital Goods,Engineering - Industrial Equipments,NSE,INE0RE001014
Emkay Tools Ltd.,ETL,Capital Goods,Engineering - Industrial Equipments,NSE,INE0PXC01024
Eimco Elecon (India) Ltd.,EIMCOELECO,Capital Goods,Engineering - Industrial Equipments,NSE,INE158B01016
Kabra Extrusiontechnik Ltd.,KABRAEXTRU,Capital Goods,Engineering - Industrial Equipments,NSE,INE900B01029
OBSC Perfection Ltd.,OBSCP,Capital Goods,Engineering - Industrial Equipments,NSE,INE0YHV01011
Mallcom (India) Ltd,MALLCOM,Capital Goods,Engineering - Industrial Equipments,NSE,INE389C01015
International Conveyors Ltd.,INTLCONV,Capital Goods,Engineering - Industrial Equipments,NSE,INE575C01027
Gujarat Apollo Industries Ltd.,GUJAPOLLO,Capital Goods,Engineering - Industrial Equipments,NSE,INE826C01016
Hercules Investments Ltd.,HERCULES,Capital Goods,Engineering - Industrial Equipments,NSE,INE688E01024
Zodiac Energy Ltd.,ZODIAC,Capital Goods,Engineering - Industrial Equipments,NSE,INE761Y01019
Megatherm Induction Ltd.,MEGATHERM,Capital Goods,Engineering - Industrial Equipments,NSE,INE531R01010
Mazda Ltd.,MAZDA,Capital Goods,Engineering - Industrial Equipments,NSE,INE885E01042
United Drilling Tools Ltd.,UNIDT,Capital Goods,Engineering - Industrial Equipments,NSE,INE961D01019
Tankup Engineers Ltd.,TANKUP,Capital Goods,Engineering - Industrial Equipments,NSE,INE0Z7N01017
Patil Automation Ltd.,PATILAUTOM,Capital Goods,Engineering - Industrial Equipments,NSE,INE17GV01016
Sahaj Solar Ltd.,SAHAJSOLAR,Capital Goods,Engineering - Industrial Equipments,NSE,INE0P4701011
TechEra Engineering India Ltd.,TECHERA,Capital Goods,Engineering - Industrial Equipments,NSE,INE0JQS01019
Mahindra EPC Irrigation Ltd.,MAHEPC,Capital Goods,Engineering - Industrial Equipments,NSE,INE215D01010
Atmastco Ltd.,ATMASTCO,Capital Goods,Engineering - Industrial Equipments,NSE,INE05DH01017
TRF Ltd.,TRF,Capital Goods,Engineering - Industrial Equipments,NSE,INE391D01019
Envirotech Systems Ltd.,ENVIRO,Capital Goods,Engineering - Industrial Equipments,NSE,INE0SUH01015
Energy-Mission Machineries (India) Ltd.,EMMIL,Capital Goods,Engineering - Industrial Equipments,NSE,INE0S1L01013
Revathi Equipment India Ltd.,RVTH,Capital Goods,Engineering - Industrial Equipments,NSE,INE0DAB01012
Nitiraj Engineers Ltd.,NITIRAJ,Capital Goods,Engineering - Industrial Equipments,NSE,INE439T01012
Rappid Valves (India) Ltd.,RAPPID,Capital Goods,Engineering - Industrial Equipments,NSE,INE0MVO01012
Global Pet Industries Ltd.,GLOBALPET,Capital Goods,Engineering - Industrial Equipments,NSE,INE0PS501019
DE Neers Tools Ltd.,DENEERS,Capital Goods,Engineering - Industrial Equipments,NSE,INE0JWV01011
Readymix Construction Machinery Ltd.,READYMIX,Capital Goods,Engineering - Industrial Equipments,NSE,INE10QL01011
Emkay Taps And Cutting Tools Ltd.,EMKAYTOOLS,Capital Goods,Engineering - Industrial Equipments,NSE,INE332S01011
United Heat Transfer Ltd.,UHTL,Capital Goods,Engineering - Industrial Equipments,NSE,INE0SMR01011
Auri Grow India Ltd.,AURIGROW,Capital Goods,Engineering - Industrial Equipments,NSE,INE925Y01036
Atam Valves Ltd.,ATAM,Capital Goods,Engineering - Industrial Equipments,NSE,INE09KD01013
Semac Construction Ltd.,SEMAC,Capital Goods,Engineering - Industrial Equipments,NSE,INE617A01013
Sona Machinery Ltd.,SONAMAC,Capital Goods,Engineering - Industrial Equipments,NSE,INE0Q6H01012
Manugraph India Ltd.,MANUGRAPH,Capital Goods,Engineering - Industrial Equipments,NSE,INE867A01022
Gurunanak Agriculture India Ltd.,GURUNANAK,Capital Goods,Engineering - Industrial Equipments,NSE,INE1CCX01012
Rollatainers Ltd.,ROLLT,Capital Goods,Engineering - Industrial Equipments,NSE,INE927A01040
BKM Industries Ltd.,BKMINDST,Capital Goods,Engineering - Industrial Equipments,NSE,INE831Q01016
Premier Ltd.,PREMIER,Capital Goods,Engineering - Industrial Equipments,NSE,INE342A01018
Marshall Machines Ltd.,MARSHALL,Capital Goods,Engineering - Industrial Equipments,NSE,#N/A
Lloyds Engineering Works Ltd. - (Partly Paid-up Equity Shares (Rights Issue),LLOYDSENPP,Capital Goods,Engineering - Industrial Equipments,NSE,IN9093R01019
VA Tech Wabag Ltd.,WABAG,Other,Environmental Services,NSE,INE956G01038
Ion Exchange (India) Ltd.,IONEXCHANG,Other,Environmental Services,NSE,INE570A01022
Antony Waste Handling Cell Ltd.,AWHCL,Other,Environmental Services,NSE,INE01BK01022
Concord Enviro Systems Ltd.,CEWATER,Other,Environmental Services,NSE,INE037Z01029
Namo Ewaste Management Ltd.,NAMOEWASTE,Other,Environmental Services,NSE,INE08NZ01012
Felix Industries Ltd.,FELIX,Other,Environmental Services,NSE,INE901X01013
Race Eco Chain Ltd.,RACE,Other,Environmental Services,NSE,INE084Q01012
Apex Ecotech Ltd.,APEXECO,Other,Environmental Services,NSE,INE0T4V01015
Urban Enviro Waste Management Ltd.,URBAN,Other,Environmental Services,NSE,INE0O0201019
Greenleaf Envirotech Ltd.,GREENLEAF,Other,Environmental Services,NSE,INE0PLX01017
Banka Bioloo Ltd.,BANKA,Other,Environmental Services,NSE,INE862Y01015
Sterling Tools Ltd.,STERTOOLS,Automobile & Ancillaries,Fasteners,NSE,INE334A01023
Lakshmi Precision Screws Ltd.,LAKPRE,Automobile & Ancillaries,Fasteners,NSE,INE651C01018
Nava Ltd.,NAVA,Ferro Manganese,Ferro & Silica Manganese,NSE,INE725A01030
Indian Metals & Ferro Alloys Ltd.,IMFA,Ferro Manganese,Ferro & Silica Manganese,NSE,INE919H01018
Maithan Alloys Ltd.,MAITHANALL,Ferro Manganese,Ferro & Silica Manganese,NSE,INE683C01011
Owais Metal & Mineral Processing Ltd.,OWAIS,Ferro Manganese,Ferro & Silica Manganese,NSE,INE0R8M01017
Jainam Ferro Alloys (I) Ltd.,JAINAM,Ferro Manganese,Ferro & Silica Manganese,NSE,INE02KC01010
Shyam Century Ferrous Ltd.,SHYAMCENT,Ferro Manganese,Ferro & Silica Manganese,NSE,INE979R01011
Impex Ferro Tech Ltd.,IMPEXFERRO,Ferro Manganese,Ferro & Silica Manganese,NSE,INE691G01015
Coromandel International Ltd.,COROMANDEL,Chemicals,Fertilizers,NSE,INE169A01031
The Fertilisers And Chemicals Travancore Ltd.,FACT,Chemicals,Fertilizers,NSE,INE188A01015
Chambal Fertilisers and Chemicals Ltd.,CHAMBLFERT,Chemicals,Fertilizers,NSE,INE085A01013
Paradeep Phosphates Ltd.,PARADEEP,Chemicals,Fertilizers,NSE,INE088F01024
Rashtriya Chemicals and Fertilizers Ltd.,RCF,Chemicals,Fertilizers,NSE,INE027A01015
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Chemicals,Fertilizers,NSE,INE026A01025
National Fertilizers Ltd.,NFL,Chemicals,Fertilizers,NSE,INE870D01012
Madhya Bharat Agro Products Ltd.,MBAPL,Chemicals,Fertilizers,NSE,INE900L01010
Krishana Phoschem Ltd.,KRISHANA,Chemicals,Fertilizers,NSE,INE506W01012
Southern Petrochemical Industries Corporation Ltd.,SPIC,Chemicals,Fertilizers,NSE,INE147A01011
Zuari Agro Chemicals Ltd.,ZUARI,Chemicals,Fertilizers,NSE,INE840M01016
Madras Fertilizers Ltd.,MADRASFERT,Chemicals,Fertilizers,NSE,INE414A01015
Khaitan Chemicals & Fertilizers Ltd.,KHAICHEM,Chemicals,Fertilizers,NSE,INE745B01028
Rama Phosphates Ltd.,RAMAPHO,Chemicals,Fertilizers,NSE,INE809A01032
Aries Agro Ltd.,ARIES,Chemicals,Fertilizers,NSE,INE298I01015
Balaji Phosphates Ltd.,BALAJIPHOS,Chemicals,Fertilizers,NSE,INE0PQ601019
Nagarjuna Fertilizers and Chemicals Ltd.,NAGAFERT,Chemicals,Fertilizers,NSE,INE454M01024
Anya Polytech & Fertilizers Ltd.,ANYA,Chemicals,Fertilizers,NSE,INE0SI601032
Indian Phosphate Ltd.,IPHL,Chemicals,Fertilizers,NSE,INE0DHF01018
Agro Phos India Ltd.,AGROPHOS,Chemicals,Fertilizers,NSE,INE740V01019
Bohra Industries Ltd.,BOHRAIND,Chemicals,Fertilizers,NSE,INE802W01023
Prime Focus Ltd.,PFOCUS,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE367G01038
PVR Inox Ltd.,PVRINOX,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE191H01014
Saregama India Ltd.,SAREGAMA,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE979A01025
Tips Music Ltd.,TIPSMUSIC,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE716B01029
Sri Adhikari Brothers Television Network Ltd.,SABTNL,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE416A01044
Balaji Telefilms Ltd.,BALAJITELE,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE794B01026
Basilic Fly Studio Ltd.,BASILIC,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE0OCC01013
Connplex Cinemas Ltd.,CONNPLEX,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE0EAS01014
UFO Moviez India Ltd.,UFO,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE527H01019
Cineline India Ltd.,CINELINE,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE704H01022
Shemaroo Entertainment Ltd.,SHEMAROO,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE363M01019
B.A.G. Convergence Ltd.,BAGDIGITAL,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE17CQ01015
Tips Films Ltd.,TIPSFILMS,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE0LQS01015
Mukta Arts Ltd.,MUKTAARTS,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE374B01019
B.A.G. Films and Media Ltd.,BAGFILMS,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE116D01028
Digikore Studios Ltd.,DIGIKORE,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE0QJ901011
Cinevista Ltd.,CINEVISTA,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE039B01026
Eros International Media Ltd.,EROSMEDIA,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE416L01017
Baweja Studios Ltd.,BAWEJA,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE0JFJ01011
Vels Film International Ltd.,VELS,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE0I3H01019
Studio LSD Ltd.,STUDIOLSD,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE17VO01028
Pritish Nandy Communications Ltd.,PNC,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE392B01011
Identical Brains Studios Ltd.,IDENTICAL,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE0TD101011
Thinking Hats Entertainment Solutions Ltd.,THESL,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE0SHE01019
Silly Monks Entertainment Ltd.,SILLYMONKS,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE203Y01012
Radaan Mediaworks India Ltd.,RADAAN,Media & Entertainment,"Film Production, Distribution & Entertainment",NSE,INE874F01027
ICICI Prudential Asset Management Company Ltd.,ICICIAMC,Finance,Finance - Asset Management,NSE,INE346A01027
HDFC Asset Management Company Ltd.,HDFCAMC,Finance,Finance - Asset Management,NSE,INE127D01025
Nippon Life India Asset Management Ltd.,NAM-INDIA,Finance,Finance - Asset Management,NSE,INE298J01013
Aditya Birla Sun Life AMC Ltd.,ABSLAMC,Finance,Finance - Asset Management,NSE,INE404A01024
UTI Asset Management Company Ltd.,UTIAMC,Finance,Finance - Asset Management,NSE,INE094J01016
Canara Robeco Asset Management Co Ltd.,CRAMC,Finance,Finance - Asset Management,NSE,INE218I01013
Bajaj Housing Finance Ltd.,BAJAJHFL,Finance,Finance - Housing,NSE,INE377Y01014
Housing & Urban Development Corporation Ltd.,HUDCO,Finance,Finance - Housing,NSE,INE031A01017
Piramal Finance Ltd.,PIRAMALFIN,Finance,Finance - Housing,NSE,INE202B01038
LIC Housing Finance Ltd.,LICHSGFIN,Finance,Finance - Housing,NSE,INE115A01026
PNB Housing Finance Ltd.,PNBHOUSING,Finance,Finance - Housing,NSE,INE572E01012
Aadhar Housing Finance Ltd.,AADHARHFC,Finance,Finance - Housing,NSE,INE883F01010
Aptus Value Housing Finance India Ltd.,APTUS,Finance,Finance - Housing,NSE,INE852O01025
Can Fin Homes Ltd.,CANFINHOME,Finance,Finance - Housing,NSE,INE477A01020
Sammaan Capital Ltd.,SAMMAANCAP,Finance,Finance - Housing,NSE,INE148I01020
Aavas Financiers Ltd.,AAVAS,Finance,Finance - Housing,NSE,INE216P01012
Home First Finance Company India Ltd.,HOMEFIRST,Finance,Finance - Housing,NSE,INE481N01025
India Shelter Finance Corporation Ltd.,INDIASHLTR,Finance,Finance - Housing,NSE,INE922K01024
Repco Home Finance Ltd.,REPCOHOME,Finance,Finance - Housing,NSE,INE612J01015
GIC Housing Finance Ltd.,GICHSGFIN,Finance,Finance - Housing,NSE,INE289B01019
SRG Housing Finance Ltd.,SRGHFL,Finance,Finance - Housing,NSE,INE559N01010
Reliance Home Finance Ltd.,RHFL,Finance,Finance - Housing,NSE,INE217K01011
My Mudra Fincorp Ltd.,MYMUDRA,Finance,Finance - Housing,NSE,INE0RVQ01016
Bajaj Finserv Ltd.,BAJAJFINSV,Finance,Finance - Investment,NSE,INE918I01026
Authum Investment & Infrastructure Ltd.,AIIL,Finance,Finance - Investment,NSE,INE206F01022
Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG,Finance,Finance - Investment,NSE,INE149A01033
TVS Holdings Ltd.,TVSHLTD,Finance,Finance - Investment,NSE,INE105A01035
JSW Holdings Ltd.,JSWHL,Finance,Finance - Investment,NSE,INE824G01012
Capri Global Capital Ltd.,CGCL,Finance,Finance - Investment,NSE,INE180C01042
Maharashtra Scooters Ltd.,MAHSCOOTER,Finance,Finance - Investment,NSE,INE288A01013
JM Financial Ltd.,JMFINANCIL,Finance,Finance - Investment,NSE,INE780C01023
TSF Investments Ltd.,TSFINV,Finance,Finance - Investment,NSE,INE202Z01029
Religare Enterprises Ltd.,RELIGARE,Finance,Finance - Investment,NSE,INE621H01010
Pilani Investment And Industries Corporation Ltd.,PILANIINVS,Finance,Finance - Investment,NSE,INE417C01014
RattanIndia Enterprises Ltd.,RTNINDIA,Finance,Finance - Investment,NSE,INE834M01019
Indo Thai Securities Ltd.,INDOTHAI,Finance,Finance - Investment,NSE,INE337M01021
Nalwa Sons Investments Ltd.,NSIL,Finance,Finance - Investment,NSE,INE023A01030
Kalyani Investment Company Ltd.,KICL,Finance,Finance - Investment,NSE,INE029L01018
Systematix Corporate Services Ltd.,SYSTMTXC,Finance,Finance - Investment,NSE,INE356B01024
Mufin Green Finance Ltd.,MUFIN,Finance,Finance - Investment,NSE,INE08KJ01020
Rane Holdings Ltd.,RANEHOLDIN,Finance,Finance - Investment,NSE,INE384A01010
BF Investment Ltd.,BFINVEST,Finance,Finance - Investment,NSE,INE878K01010
Jindal Photo Ltd.,JINDALPHOT,Finance,Finance - Investment,NSE,INE796G01012
DAM Capital Advisors Ltd.,DAMCAPITAL,Finance,Finance - Investment,NSE,INE284H01025
Capital India Finance Ltd.,CIFL,Finance,Finance - Investment,NSE,INE345H01024
Jindal Poly Investment and Finance Company Ltd.,JPOLYINVST,Finance,Finance - Investment,NSE,INE147P01019
