Stock Name,Symbol,Sector,Industry Name,Exchange, ISIN NUMBER
Niraj Ispat Industries Ltd.,NIRAJISPAT,Diversified,Diversified,NSE,INE326T01011
Sudarshan Chemical Industries Ltd.,SUDARSCHEM,Chemicals,Dyes & Pigments,NSE,INE659A01023
Kiri Industries Ltd.,KIRIINDUS,Chemicals,Dyes & Pigments,NSE,INE415I01015
Vidhi Specialty Food Ingredients Ltd.,VIDHIING,Chemicals,Dyes & Pigments,NSE,INE632C01026
Shree Pushkar Chemicals & Fertilisers Ltd.,SHREEPUSHK,Chemicals,Dyes & Pigments,NSE,INE712K01011
Bhageria Industries Ltd.,BHAGERIA,Chemicals,Dyes & Pigments,NSE,INE354C01027
Bodal Chemicals Ltd.,BODALCHEM,Chemicals,Dyes & Pigments,NSE,INE338D01028
Dynemic Products Ltd.,DYNPRO,Chemicals,Dyes & Pigments,NSE,INE256H01015
Asahi Songwon Colors Ltd.,ASAHISONG,Chemicals,Dyes & Pigments,NSE,INE228I01012
Poddar Pigments Ltd.,PODDARMENT,Chemicals,Dyes & Pigments,NSE,INE371C01013
Aksharchem (India) Ltd.,AKSHARCHEM,Chemicals,Dyes & Pigments,NSE,INE542B01011
Ishan Dyes and Chemicals Ltd.,ISHANCH,Chemicals,Dyes & Pigments,NSE,INE561M01018
Hindprakash Industries Ltd.,HPIL,Chemicals,Dyes & Pigments,NSE,INE05X901010
Arunaya Organics Ltd.,ARUNAYA,Chemicals,Dyes & Pigments,NSE,INE0TTG01017
Yasons Chemex Care Ltd.,YCCL,Chemicals,Dyes & Pigments,NSE,INE08S201019
Eternal Ltd.,ETERNAL,Information Technology,e-Commerce,NSE,INE758T01015
Swiggy Ltd.,SWIGGY,Information Technology,e-Commerce,NSE,INE00H001014
Meesho Ltd.,MEESHO,Information Technology,e-Commerce,NSE,INE0VDM01015
FSN E-Commerce Ventures Ltd.,NYKAA,Information Technology,e-Commerce,NSE,INE388Y01029
Brainbees Solutions Ltd.,FIRSTCRY,Information Technology,e-Commerce,NSE,INE02RE01045
Indiamart Intermesh Ltd.,INDIAMART,Information Technology,e-Commerce,NSE,INE933S01016
CarTrade Tech Ltd.,CARTRADE,Information Technology,e-Commerce,NSE,INE290S01011
MSTC Ltd.,MSTCLTD,Information Technology,e-Commerce,NSE,INE255X01014
Sat Kartar Shopping Ltd.,SATKARTAR,Information Technology,e-Commerce,NSE,INE0NB801022
Macobs Technologies Ltd.,MACOBSTECH,Information Technology,e-Commerce,NSE,INE0R0J01010
Enfuse Solutions Ltd.,ENFUSE,Information Technology,e-Commerce,NSE,INE0S3X01014
Radiowalla Network Ltd.,RADIOWALLA,Information Technology,e-Commerce,NSE,INE430U01019
Net Avenue Technologies Ltd.,CBAZAAR,Information Technology,e-Commerce,NSE,INE518X01015
Marico Ltd.,MARICO,Fast Moving Consumer Goods,Edible Oil,NSE,INE196A01026
Patanjali Foods Ltd.,PATANJALI,Fast Moving Consumer Goods,Edible Oil,NSE,INE619A01035
AWL Agri Business Ltd.,AWL,Fast Moving Consumer Goods,Edible Oil,NSE,INE699H01024
Gokul Agro Resources Ltd.,GOKULAGRO,Fast Moving Consumer Goods,Edible Oil,NSE,INE314T01033
Sundrop Brands Ltd.,SUNDROP,Fast Moving Consumer Goods,Edible Oil,NSE,INE209A01019
BCL Industries Ltd.,BCLIND,Fast Moving Consumer Goods,Edible Oil,NSE,INE412G01024
Modi Naturals Ltd.,MODINATUR,Fast Moving Consumer Goods,Edible Oil,NSE,INE537F01012
Gokul Refoils and Solvent Ltd.,GOKUL,Fast Moving Consumer Goods,Edible Oil,NSE,INE020J01029
Kriti Nutrients Ltd.,KRITINUT,Fast Moving Consumer Goods,Edible Oil,NSE,INE798K01010
MK Proteins Ltd.,MKPL,Fast Moving Consumer Goods,Edible Oil,NSE,INE964W01021
Raj Oil Mills Ltd.,ROML,Fast Moving Consumer Goods,Edible Oil,NSE,INE294G01026
NK Industries Ltd.,NKIND,Fast Moving Consumer Goods,Edible Oil,NSE,INE542C01019
Sanwaria Consumer Ltd.,SANWARIA,Fast Moving Consumer Goods,Edible Oil,NSE,INE890C01046
Physicswallah Ltd.,PWL,Other,Educational Institutions,NSE,INE0LP301011
Crizac Ltd.,CRIZAC,Other,Educational Institutions,NSE,INE0S4R01014
Veranda Learning Solutions Ltd.,VERANDA,Other,Educational Institutions,NSE,INE0IQ001011
Jaro Institute of Technology Management and Research Ltd.,JARO,Other,Educational Institutions,NSE,INE00YJ01010
Career Point Edutech Ltd.,CPEDU,Other,Educational Institutions,NSE,INE0P6P01016
Global Education Ltd.,GLOBAL,Other,Educational Institutions,NSE,INE291W01037
CL Educate Ltd.,CLEDUCATE,Other,Educational Institutions,NSE,INE201M01029
Arihant Academy Ltd.,ARIHANTACA,Other,Educational Institutions,NSE,INE0NCC01015
Zee Learn Ltd.,ZEELEARN,Other,Educational Institutions,NSE,INE565L01011
Flywings Simulator Training Centre Ltd.,FWSTC,Other,Educational Institutions,NSE,INE0SQZ01015
CP Capital Ltd.,CPCAP,Other,Educational Institutions,NSE,INE521J01018
Addictive Learning Technology Ltd.,ADDICTIVE,Other,Educational Institutions,NSE,INE0RDH01021
Moxsh Overseas Educon Ltd.,MOXSH,Other,Educational Institutions,NSE,INE0N6D01014
Tree House Education & Accessories Ltd.,TREEHOUSE,Other,Educational Institutions,NSE,INE040M01013
Docmode Health Technologies Ltd.,DHTL,Other,Educational Institutions,NSE,INE0OGG01015
MT Educare Ltd.,MTEDUCARE,Other,Educational Institutions,NSE,INE472M01018
ABB India Ltd.,ABB,Capital Goods,Electric Equipment,NSE,INE117A01022
Siemens Ltd.,SIEMENS,Capital Goods,Electric Equipment,NSE,INE003A01024
CG Power and Industrial Solutions Ltd.,CGPOWER,Capital Goods,Electric Equipment,NSE,INE067A01029
Siemens Energy India Ltd.,ENRIN,Capital Goods,Electric Equipment,NSE,INE1NPP01017
Havells India Ltd.,HAVELLS,Capital Goods,Electric Equipment,NSE,INE176B01034
Waaree Energies Ltd.,WAAREEENER,Capital Goods,Electric Equipment,NSE,INE377N01017
Hitachi Energy India Ltd.,POWERINDIA,Capital Goods,Electric Equipment,NSE,INE07Y701011
GE Vernova T&D India Ltd.,GVT&D,Capital Goods,Electric Equipment,NSE,INE200A01026
Suzlon Energy Ltd.,SUZLON,Capital Goods,Electric Equipment,NSE,INE040H01021
Apar Industries Ltd.,APARINDS,Capital Goods,Electric Equipment,NSE,INE372A01015
Inox Wind Ltd.,INOXWIND,Capital Goods,Electric Equipment,NSE,INE066P01011
Schneider Electric Infrastructure Ltd.,SCHNEIDER,Capital Goods,Electric Equipment,NSE,INE839M01018
V-Guard Industries Ltd.,VGUARD,Capital Goods,Electric Equipment,NSE,INE951I01027
TD Power Systems Ltd.,TDPOWERSYS,Capital Goods,Electric Equipment,NSE,INE419M01027
Genus Power Infrastructures Ltd.,GENUSPOWER,Capital Goods,Electric Equipment,NSE,INE955D01029
Transformers & Rectifiers (India) Ltd.,TARIL,Capital Goods,Electric Equipment,NSE,INE763I01026
Voltamp Transformers Ltd.,VOLTAMP,Capital Goods,Electric Equipment,NSE,INE540H01012
Transrail Lighting Ltd.,TRANSRAILL,Capital Goods,Electric Equipment,NSE,INE454P01035
Atlanta Electricals Ltd.,ATLANTAELE,Capital Goods,Electric Equipment,NSE,INE0Z4F01028
Quality Power Electrical Equipments Ltd.,QPOWER,Capital Goods,Electric Equipment,NSE,INE0SII01026
Ujaas Energy Ltd.,UEL,Capital Goods,Electric Equipment,NSE,INE899L01030
Shilchar Technologies Ltd.,SHILCTECH,Capital Goods,Electric Equipment,NSE,INE024F01011
Bharat Bijlee Ltd.,BBL,Capital Goods,Electric Equipment,NSE,INE464A01036
HPL Electric & Power Ltd.,HPL,Capital Goods,Electric Equipment,NSE,INE495S01016
Hind Rectifiers Ltd.,HIRECT,Capital Goods,Electric Equipment,NSE,INE835D01023
KSH International Ltd.,KSHINTL,Capital Goods,Electric Equipment,NSE,INE987S01020
Honda India Power Products Ltd.,HONDAPOWER,Capital Goods,Electric Equipment,NSE,INE634A01018
Alpex Solar Ltd.,ALPEXSOLAR,Capital Goods,Electric Equipment,NSE,INE0R4701017
Spectrum Electrical Industries Ltd.,SPECTRUM,Capital Goods,Electric Equipment,NSE,INE01EO01010
Servotech Renewable Power System Ltd.,SERVOTECH,Capital Goods,Electric Equipment,NSE,INE782X01033
Indo Tech Transformers Ltd.,INDOTECH,Capital Goods,Electric Equipment,NSE,INE332H01014
Exicom Tele-Systems Ltd.,EXICOM,Capital Goods,Electric Equipment,NSE,INE777F01014
Rishabh Instruments Ltd.,RISHABH,Capital Goods,Electric Equipment,NSE,INE0N2P01017
Igarashi Motors India Ltd.,IGARASHI,Capital Goods,Electric Equipment,NSE,INE188B01013
Solex Energy Ltd.,SOLEX,Capital Goods,Electric Equipment,NSE,INE880Y01017
Danish Power Ltd.,DANISH,Capital Goods,Electric Equipment,NSE,INE0YU901016
Salzer Electronics Ltd.,SALZERELEC,Capital Goods,Electric Equipment,NSE,INE457F01013
Vidya Wires Ltd.,VIDYAWIRES,Capital Goods,Electric Equipment,NSE,INE14UN01029
MIC Electronics Ltd.,MICEL,Capital Goods,Electric Equipment,NSE,INE287C01037
Mangal Electrical Industries Ltd.,MEIL,Capital Goods,Electric Equipment,NSE,INE0PKD01011
Prostarm Info Systems Ltd.,PROSTARM,Capital Goods,Electric Equipment,NSE,INE0BX301013
Vilas Transcore Ltd.,VILAS,Capital Goods,Electric Equipment,NSE,INE0AZY01017
Ganesh Green Bharat Ltd.,GGBL,Capital Goods,Electric Equipment,NSE,INE0R8C01018
Kirloskar Electric Company Ltd.,KECL,Capital Goods,Electric Equipment,NSE,INE134B01017
Modison Ltd.,MODISONLTD,Capital Goods,Electric Equipment,NSE,INE737D01021
Focus Lighting & Fixtures Ltd.,FOCUS,Capital Goods,Electric Equipment,NSE,INE593W01028
Supreme Power Equipment Ltd.,SUPREMEPWR,Capital Goods,Electric Equipment,NSE,INE0QHG01026
Saakshi Medtech & Panels Ltd.,SAAKSHI,Capital Goods,Electric Equipment,NSE,INE0PSK01027
S&S Power Switchgear Ltd.,S&SPOWER,Capital Goods,Electric Equipment,NSE,INE902B01017
Parth Electricals & Engineering Ltd.,PARTH,Capital Goods,Electric Equipment,NSE,INE1H7V01011
Jay Bee Laminations Ltd.,JAYBEE,Capital Goods,Electric Equipment,NSE,INE0SMY01017
Veto Switchgears And Cables Ltd.,VETO,Capital Goods,Electric Equipment,NSE,INE918N01018
Shivalic Power Control Ltd.,SPCL,Capital Goods,Electric Equipment,NSE,INE0T7B01010
Aartech Solonics Ltd.,AARTECH,Capital Goods,Electric Equipment,NSE,INE01C001026
Smarten Power Systems Ltd.,SMARTEN,Capital Goods,Electric Equipment,NSE,INE14GK01016
Akanksha Power & Infrastructure Ltd.,AKANKSHA,Capital Goods,Electric Equipment,NSE,INE0PCY01014
Kundan Edifice Ltd.,KEL,Capital Goods,Electric Equipment,NSE,INE0OWX01025
Vdeal System Ltd.,VDEAL,Capital Goods,Electric Equipment,NSE,INE0U2M01015
Delta Manufacturing Ltd.,DELTAMAGNT,Capital Goods,Electric Equipment,NSE,INE393A01011
Chamunda Electrical Ltd.,CHAMUNDA,Capital Goods,Electric Equipment,NSE,INE11HG01018
Tarapur Transformers Ltd.,TARAPUR,Capital Goods,Electric Equipment,NSE,INE747K01017
Rulka Electricals Ltd.,RULKA,Capital Goods,Electric Equipment,NSE,INE0R7301013
Maks Energy Solutions India Ltd.,MAKS,Capital Goods,Electric Equipment,NSE,INE0CDK01019
Shri Ram Switchgears Ltd.,SRIRAM,Capital Goods,Electric Equipment,NSE,#N/A
Graphite India Ltd.,GRAPHITE,Capital Goods,Electrodes & Welding Equipment,NSE,INE371A01025
HEG Ltd.,HEG,Capital Goods,Electrodes & Welding Equipment,NSE,INE545A01024
Esab India Ltd.,ESABINDIA,Capital Goods,Electrodes & Welding Equipment,NSE,INE284A01012
Ador Welding Ltd.,ADOR,Capital Goods,Electrodes & Welding Equipment,NSE,INE045A01017
Diffusion Engineers Ltd.,DIFFNKG,Capital Goods,Electrodes & Welding Equipment,NSE,INE184O01015
De Nora India Ltd.,DENORA,Capital Goods,Electrodes & Welding Equipment,NSE,INE244A01016
Royal Arc Electrodes Ltd.,ROYALARC,Capital Goods,Electrodes & Welding Equipment,NSE,INE0EO401019
Classic Electrodes (India) Ltd.,CLASSICEIL,Capital Goods,Electrodes & Welding Equipment,NSE,INE0UQ601012
Kaynes Technology India Ltd.,KAYNES,Electricals,Electronics - Components,NSE,INE918Z01012
Syrma SGS Technology Ltd.,SYRMA,Electricals,Electronics - Components,NSE,INE0DYJ01015
Apollo Micro Systems Ltd.,APOLLO,Electricals,Electronics - Components,NSE,INE713T01028
Vikram Solar Ltd.,VIKRAMSOLR,Electricals,Electronics - Components,NSE,INE078V01014
Fujiyama Power Systems Ltd.,UTLSOLAR,Electricals,Electronics - Components,NSE,INE12UR01024
Avalon Technologies Ltd.,AVALON,Electricals,Electronics - Components,NSE,INE0LCL01028
Saatvik Green Energy Ltd.,SAATVIKGL,Electricals,Electronics - Components,NSE,INE13B501022
Websol Energy System Ltd.,WEBELSOLAR,Electricals,Electronics - Components,NSE,INE855C01023
Centum Electronics Ltd.,CENTUM,Electricals,Electronics - Components,NSE,INE320B01020
Cyient DLM Ltd.,CYIENTDLM,Electricals,Electronics - Components,NSE,INE055S01018
Indosolar Ltd.,WAAREEINDO,Electricals,Electronics - Components,NSE,INE866K01023
Kernex Microsystems (India) Ltd.,KERNEX,Electricals,Electronics - Components,NSE,INE202H01019
Aimtron Electronics Ltd.,AIMTRON,Electricals,Electronics - Components,NSE,INE0RUV01018
Vinyas Innovative Technologies Ltd.,VINYAS,Electricals,Electronics - Components,NSE,INE0OLS01010
IKIO Technologies Ltd.,IKIO,Electricals,Electronics - Components,NSE,INE0LOJ01019
ICE Make Refrigeration Ltd.,ICEMAKE,Electricals,Electronics - Components,NSE,INE520Y01019
Swelect Energy Systems Ltd.,SWELECTES,Electricals,Electronics - Components,NSE,INE409B01013
Australian Premium Solar (India) Ltd.,APS,Electricals,Electronics - Components,NSE,INE0P0001010
Sahasra Electronic Solutions Ltd.,SAHASRA,Electricals,Electronics - Components,NSE,INE0RBQ01018
BPL Ltd.,BPL,Electricals,Electronics - Components,NSE,INE110A01019
Eppeltone Engineers Ltd.,EEPL,Electricals,Electronics - Components,NSE,INE11HF01010
Surana Solar Ltd.,SURANASOL,Electricals,Electronics - Components,NSE,INE272L01022
Richa Info Systems Ltd.,RICHA,Electricals,Electronics - Components,NSE,INE0J1P01015
Electro Force (India) Ltd.,EFORCE,Electricals,Electronics - Components,NSE,INE0Q1W01012
Pulz Electronics Ltd.,PULZ,Electricals,Electronics - Components,NSE,INE335X01014
Ultra Wiring Connectivity Systems Ltd.,UWCSL,Electricals,Electronics - Components,NSE,INE00F301010
MTAR Technologies Ltd.,MTARTECH,Capital Goods,Engineering,NSE,INE864I01014
Pitti Engineering Ltd.,PITTIENG,Capital Goods,Engineering,NSE,INE450D01021
Thejo Engineering Ltd.,THEJO,Capital Goods,Engineering,NSE,INE121N01019
South West Pinnacle Exploration Ltd.,SOUTHWEST,Capital Goods,Engineering,NSE,INE980Y01015
RBM Infracon Ltd.,RBMINFRA,Capital Goods,Engineering,NSE,INE0NA301016
Aaron Industries Ltd.,AARON,Capital Goods,Engineering,NSE,INE721Z01010
Lokesh Machines Ltd.,LOKESHMACH,Capital Goods,Engineering,NSE,INE397H01017
Anlon Technology Solution Ltd.,ANLON,Capital Goods,Engineering,NSE,INE0LR101013
Affordable Robotic & Automation Ltd.,AFFORDABLE,Capital Goods,Engineering,NSE,INE692Z01013
Kataria Industries Ltd.,KATARIA,Capital Goods,Engineering,NSE,INE0SVY01018
Pritika Auto Industries Ltd.,PRITIKAUTO,Capital Goods,Engineering,NSE,INE583R01029
Taurian MPS Ltd.,TAURIAN,Capital Goods,Engineering,NSE,INE0XWS01018
Aluwind Infra-Tech Ltd.,ALUWIND,Capital Goods,Engineering,NSE,INE0STM01017
BEW Engineering Ltd.,BEWLTD,Capital Goods,Engineering,NSE,INE0HQI01014
Aesthetik Engineers Ltd.,AESTHETIK,Capital Goods,Engineering,NSE,INE0TSF01011
Alphageo (India) Ltd.,ALPHAGEO,Capital Goods,Engineering,NSE,INE137C01018
ANI Integrated Services Ltd.,AISL,Capital Goods,Engineering,NSE,INE635Y01015
Ameya Precision Engineers Ltd.,AMEYA,Capital Goods,Engineering,NSE,INE0KT901015
Konstelec Engineers Ltd.,KONSTELEC,Capital Goods,Engineering,NSE,INE0QEI01011
Samay Project Services Ltd.,SAMAY,Capital Goods,Engineering,NSE,INE124101010
Ahlada Engineers Ltd.,AHLADA,Capital Goods,Engineering,NSE,INE00PV01013
Presstonic Engineering Ltd.,PRESSTONIC,Capital Goods,Engineering,NSE,INE0R1601012
Debock Industries Ltd.,DIL,Capital Goods,Engineering,NSE,INE411Y01011
SKIL Infrastructure Ltd.,SKIL,Capital Goods,Engineering,NSE,INE429F01012
Ishan International Ltd.,ISHAN,Capital Goods,Engineering,NSE,INE0LCW01025
Perfect Infraengineers Ltd.,PERFECT,Capital Goods,Engineering,NSE,INE925S01012
Larsen & Toubro Ltd.,LT,Infrastructure,Engineering - Construction,NSE,INE018A01030
Rail Vikas Nigam Ltd.,RVNL,Infrastructure,Engineering - Construction,NSE,INE415G01027
IRB Infrastructure Developers Ltd.,IRB,Infrastructure,Engineering - Construction,NSE,INE821I01022
Kalpataru Projects International Ltd.,KPIL,Infrastructure,Engineering - Construction,NSE,INE220B01022
KEC International Ltd.,KEC,Infrastructure,Engineering - Construction,NSE,INE389H01022
Ircon International Ltd.,IRCON,Infrastructure,Engineering - Construction,NSE,INE962Y01021
Afcons Infrastructure Ltd.,AFCONS,Infrastructure,Engineering - Construction,NSE,INE101I01011
Cemindia Projects Ltd.,CEMPRO,Infrastructure,Engineering - Construction,NSE,INE686A01026
Techno Electric & Engineering Company Ltd.,TECHNOE,Infrastructure,Engineering - Construction,NSE,INE285K01026
Engineers India Ltd.,ENGINERSIN,Infrastructure,Engineering - Construction,NSE,INE510A01028
NCC Ltd.,NCC,Infrastructure,Engineering - Construction,NSE,INE868B01028
Waaree Renewable Technologies Ltd.,WAAREERTL,Infrastructure,Engineering - Construction,NSE,INE299N01021
GR Infraprojects Ltd.,GRINFRA,Infrastructure,Engineering - Construction,NSE,INE201P01022
Inox Green Energy Services Ltd.,INOXGREEN,Infrastructure,Engineering - Construction,NSE,INE510W01014
Dilip Buildcon Ltd.,DBL,Infrastructure,Engineering - Construction,NSE,INE917M01012
Power Mech Projects Ltd.,POWERMECH,Infrastructure,Engineering - Construction,NSE,INE211R01019
Welspun Enterprises Ltd.,WELENT,Infrastructure,Engineering - Construction,NSE,INE625G01013
ISGEC Heavy Engineering Ltd.,ISGEC,Infrastructure,Engineering - Construction,NSE,INE858B01029
PNC Infratech Ltd.,PNCINFRA,Infrastructure,Engineering - Construction,NSE,INE195J01029
Man InfraConstruction Ltd.,MANINFRA,Infrastructure,Engineering - Construction,NSE,INE949H01023
Sterling and Wilson Renewable Energy Ltd.,SWSOLAR,Infrastructure,Engineering - Construction,NSE,INE00M201021
H.G. Infra Engineering Ltd.,HGINFRA,Infrastructure,Engineering - Construction,NSE,INE926X01010
Hindustan Construction Company Ltd.,HCC,Infrastructure,Engineering - Construction,NSE,INE549A01026
Ashoka Buildcon Ltd.,ASHOKA,Infrastructure,Engineering - Construction,NSE,INE442H01029
KNR Constructions Ltd.,KNRCON,Infrastructure,Engineering - Construction,NSE,INE634I01029
Ceigall India Ltd.,CEIGALL,Infrastructure,Engineering - Construction,NSE,INE0AG901020
Oriana Power Ltd.,ORIANA,Infrastructure,Engineering - Construction,NSE,INE0OUT01019
J Kumar Infraprojects Ltd.,JKIL,Infrastructure,Engineering - Construction,NSE,INE576I01022
Interarch Building Solutions Ltd.,INTERARCH,Infrastructure,Engineering - Construction,NSE,INE00M901018
Ramky Infrastructure Ltd.,RAMKY,Infrastructure,Engineering - Construction,NSE,INE874I01013
Enviro Infra Engineers Ltd.,EIEL,Infrastructure,Engineering - Construction,NSE,INE0LLY01014
GK Energy Ltd.,GKENERGY,Infrastructure,Engineering - Construction,NSE,INE1AG301022
Patel Engineering Ltd.,PATELENG,Infrastructure,Engineering - Construction,NSE,INE244B01030
Vikran Engineering Ltd.,VIKRAN,Infrastructure,Engineering - Construction,NSE,INE01R501028
BGR Energy Systems Ltd.,BGRENERGY,Infrastructure,Engineering - Construction,NSE,INE661I01014
Solarworld Energy Solutions Ltd.,SOLARWORLD,Infrastructure,Engineering - Construction,NSE,INE0TY101024
EMS Ltd.,EMSLIMITED,Infrastructure,Engineering - Construction,NSE,INE0OV601013
KP Energy Ltd.,KPEL,Infrastructure,Engineering - Construction,NSE,INE127T01021
Indian Hume Pipe Company Ltd.,INDIANHUME,Infrastructure,Engineering - Construction,NSE,INE323C01030
GE Power India Ltd.,GVPIL,Infrastructure,Engineering - Construction,NSE,INE878A01011
Bajel Projects Ltd.,BAJEL,Infrastructure,Engineering - Construction,NSE,INE0KQN01018
Simplex Infrastructures Ltd.,SIMPLEXINF,Infrastructure,Engineering - Construction,NSE,INE059B01024
SEPC Ltd.,SEPC,Infrastructure,Engineering - Construction,NSE,INE964H01014
GPT Infraprojects Ltd.,GPTINFRA,Infrastructure,Engineering - Construction,NSE,INE390G01014
SPML Infra Ltd.,SPMLINFRA,Infrastructure,Engineering - Construction,NSE,INE937A01023
SRM Contractors Ltd.,SRM,Infrastructure,Engineering - Construction,NSE,INE0R6Z01013
AB Infrabuild Ltd.,ABINFRA,Infrastructure,Engineering - Construction,NSE,INE00YB01025
Sathlokhar Synergys E&C Global Ltd.,SSEGL,Infrastructure,Engineering - Construction,NSE,INE0RFP01011
Vascon Engineers Ltd.,VASCONEQ,Infrastructure,Engineering - Construction,NSE,INE893I01013
Z-Tech (India) Ltd.,ZTECH,Infrastructure,Engineering - Construction,NSE,INE0ISZ01012
Om Infra Ltd.,OMINFRAL,Infrastructure,Engineering - Construction,NSE,INE239D01028
Jaiprakash Associates Ltd.,JPASSOCIAT,Infrastructure,Engineering - Construction,NSE,INE455F01025
Denta Water And Infra Solutions Ltd.,DENTA,Infrastructure,Engineering - Construction,NSE,INE0R4L01018
Supreme Infrastructure India Ltd.,SUPREMEINF,Infrastructure,Engineering - Construction,NSE,INE550H01011
Consolidated Construction Consortium Ltd.,CCCL,Infrastructure,Engineering - Construction,NSE,INE429I01024
Likhitha Infrastructure Ltd.,LIKHITHA,Infrastructure,Engineering - Construction,NSE,INE060901027
Viviana Power Tech Ltd.,VIVIANA,Infrastructure,Engineering - Construction,NSE,INE0MEG01014
Vishnu Prakash R Punglia Ltd.,VPRPL,Infrastructure,Engineering - Construction,NSE,INE0AE001013
W.S. Industries (India) Ltd.,WSI,Infrastructure,Engineering - Construction,NSE,INE100D01014
Giriraj Civil Developers Ltd.,GIRIRAJ,Infrastructure,Engineering - Construction,NSE,INE614Z01017
Ganesh Infraworld Ltd.,GANESHIN,Infrastructure,Engineering - Construction,NSE,INE0TVT01024
Effwa Infra & Research Ltd.,EFFWA,Infrastructure,Engineering - Construction,NSE,INE0U9101019
MBL Infrastructure Ltd.,MBLINFRA,Infrastructure,Engineering - Construction,NSE,INE912H01013
Highway Infrastructure Ltd.,HILINFRA,Infrastructure,Engineering - Construction,NSE,INE00RL01028
Twamev Construction And Infrastructure Ltd.,TICL,Infrastructure,Engineering - Construction,NSE,INE388G01026
Markolines Pavement Technologies Ltd.,MARKOLINES,Infrastructure,Engineering - Construction,NSE,INE0FW001016
IL&FS Engineering and Construction Company Ltd.,IL&FSENGG,Infrastructure,Engineering - Construction,NSE,INE369I01014
Globe Civil Projects Ltd.,GLOBECIVIL,Infrastructure,Engineering - Construction,NSE,INE0V3U01015
Atlantaa Ltd.,ATLANTAA,Infrastructure,Engineering - Construction,NSE,INE285H01022
Savy Infra and Logistics Ltd.,SAVY,Infrastructure,Engineering - Construction,NSE,INE0UCN01017
A2Z Infra Engineering Ltd.,A2ZINFRA,Infrastructure,Engineering - Construction,NSE,INE619I01012
AVP Infracon Ltd.,AVPINFRA,Infrastructure,Engineering - Construction,NSE,INE0R9401019
Pratham EPC Projects Ltd.,PRATHAM,Infrastructure,Engineering - Construction,NSE,INE0QA601016
Active Infrastructures Ltd.,ACTIVEINFR,Infrastructure,Engineering - Construction,NSE,INE0KLO01025
Current Infraprojects Ltd.,CURRENT,Infrastructure,Engineering - Construction,NSE,INE1CRQ01014
Univastu India Ltd.,UNIVASTU,Infrastructure,Engineering - Construction,NSE,INE562X01013
Generic Engineering Construction And Projects Ltd.,GENCON,Infrastructure,Engineering - Construction,NSE,INE854S01022
Niraj Cement Structurals Ltd.,NIRAJ,Infrastructure,Engineering - Construction,NSE,INE368I01016
Eleganz Interiors Ltd.,ELGNZ,Infrastructure,Engineering - Construction,NSE,INE0R9101015
Power & Instrumentation (Gujarat) Ltd.,PIGL,Infrastructure,Engineering - Construction,NSE,INE557Z01018
Rudrabhishek Enterprises Ltd.,REPL,Infrastructure,Engineering - Construction,NSE,INE364Z01019
Sadbhav Engineering Ltd.,SADBHAV,Infrastructure,Engineering - Construction,NSE,INE226H01026
Bharat Road Network Ltd.,BRNL,Infrastructure,Engineering - Construction,NSE,INE727S01012
Kay Cee Energy & Infra Ltd.,KCEIL,Infrastructure,Engineering - Construction,NSE,INE0RCG01017
RKEC Projects Ltd.,RKEC,Infrastructure,Engineering - Construction,NSE,INE786W01010
Mayasheel Ventures Ltd.,MAYASHEEL,Infrastructure,Engineering - Construction,NSE,INE0ZTO01018
Sadbhav Infrastructure Project Ltd.,SADBHIN,Infrastructure,Engineering - Construction,NSE,INE764L01010
HEC Infra Projects Ltd.,HECPROJECT,Infrastructure,Engineering - Construction,NSE,INE558R01013
Tarmat Ltd.,TARMAT,Infrastructure,Engineering - Construction,NSE,INE924H01018
Udayshivakumar Infra Ltd.,USK,Infrastructure,Engineering - Construction,NSE,INE0N0Y01013
Lakshya Powertech Ltd.,LAKSHYA,Infrastructure,Engineering - Construction,NSE,INE0VZS01015
Ducon Infratechnologies Ltd.,DUCON,Infrastructure,Engineering - Construction,NSE,INE741L01018
Sattva Engineering Construction Ltd.,SATTVAENGG,Infrastructure,Engineering - Construction,NSE,INE14DW01018
Gensol Engineering Ltd.,GENSOL,Infrastructure,Engineering - Construction,NSE,INE06H201014
Teerth Gopicon Ltd.,TGL,Infrastructure,Engineering - Construction,NSE,INE0K6601012
IL&FS Transportation Networks Ltd.,IL&FSTRANS,Infrastructure,Engineering - Construction,NSE,INE975G01012
Sonu Infratech Ltd.,SONUINFRA,Infrastructure,Engineering - Construction,NSE,INE0JZA01018
Suntech Infra Solutions Ltd.,SUNTECH,Infrastructure,Engineering - Construction,NSE,INE0SGZ01016
Noida Toll Bridge Company Ltd.,NOIDATOLL,Infrastructure,Engineering - Construction,NSE,INE781B01015
K2 Infragen Ltd.,K2INFRA,Infrastructure,Engineering - Construction,NSE,INE0DEZ01013
Teamo Productions HQ Ltd.,TPHQ,Infrastructure,Engineering - Construction,NSE,INE065J01024
Gayatri Highways Ltd.,GAYAHWS,Infrastructure,Engineering - Construction,NSE,INE287Z01012
Rachana Infrastructure Ltd.,RILINFRA,Infrastructure,Engineering - Construction,NSE,INE02OY01016
Trom Industries Ltd.,TROM,Infrastructure,Engineering - Construction,NSE,INE0SYV01018
Integrity Infrabuild Developers Ltd.,INTEGRITY,Infrastructure,Engineering - Construction,NSE,INE0YSH01017
Madhucon Projects Ltd.,MADHUCON,Infrastructure,Engineering - Construction,NSE,INE378D01032
