fyers_symbol,stock_name,sector,industry,basic_industry
NSE:SANDESH-EQ,The Sandesh Limited,Media Entertainment & Publication,Media,Print Media
NSE:SANDHAR-EQ,Sandhar Technologies Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SANDUMA-EQ,Sandur Manganese & Iron Ores Limited,Oil Gas & Consumable Fuels,Consumable Fuels,Coal
NSE:SANGAMIND-EQ,Sangam (India) Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SANGHVIMOV-EQ,Sanghvi Movers Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:SANGINITA-BE,Sanginita Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:SANOFI-EQ,Sanofi India Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SANOFICONR-EQ,Sanofi Consumer Healthcare India Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SANSERA-EQ,Sansera Engineering Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SANSTAR-EQ,Sanstar Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:SANWARIA-BZ,Sanwaria Consumer Limited,Fast Moving Consumer Goods,Food Products,Other Food Products
NSE:SAPPHIRE-EQ,Sapphire Foods India Limited,Consumer Services,Leisure Services,Restaurants
NSE:SAPPL-EQ,Shree Ajit Pulp & Paper Limited,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NSE:SARDAEN-EQ,Sarda Energy & Minerals Limited,Metals & Mining,Ferrous Metals,Iron & Steel
NSE:SAREGAMA-EQ,Saregama India Limited,Media Entertainment & Publication,Entertainment,Media & Entertainment
NSE:SARLAPOLY-EQ,Sarla Performance Fibers Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SARVESHWAR-BE,Sarveshwar Foods Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:SASKEN-EQ,Sasken Technologies Limited,Information Technology,IT - Services,IT Enabled Services
NSE:SATIA-EQ,Satia Industries Limited,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NSE:SATIN-EQ,Satin Creditcare Network Limited,Financial Services,Finance,Microfinance Institutions
NSE:SAURASHCEM-EQ,Saurashtra Cement Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:SAYAJIHOTL-EQ,Sayaji Hotels Limited,Services,Leisure Services,Hotels & Resorts
NSE:SBC-EQ,SBC Exports Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:SBCL-EQ,Shivalik Bimetal Controls Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SBFC-EQ,SBFC Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:SBGLP-EQ,Suratwwala Business Group Limited,Realty,Realty,Residential Commercial Projects
NSE:SBICARD-EQ,SBI Cards and Payment Services Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:SBILIFE-EQ,SBI Life Insurance Company Limited,Financial Services,Insurance,Life Insurance
NSE:SBIN-EQ,State Bank of India,Financial Services,Banks,Public Sector Bank
NSE:SCANSTL-EQ,Scan Steels Limited,Metals & Mining,Ferrous Metals,Iron & Steel
NSE:SCHAEFFLER-EQ,Schaeffler India Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SCHAND-EQ,S Chand And Company Limited,Media Entertainment & Publication,Printing & Publication,Printing & Publication
NSE:SCHNEIDER-EQ,Schneider Electric Infrastructure Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:SCI-EQ,Shipping Corporation Of India Limited,Services,Transport Services,Shipping
NSE:SCILAL-EQ,Shipping Corporation of India Land and Assets Limited,Financial Services,Finance,Investment Company
NSE:SCODATUBES-EQ,Scoda Tubes Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SCPL-BE,Sheetal Cool Products Limited,Fast Moving Consumer Goods,Food Products,Dairy Products
NSE:SDBL-EQ,Som Distilleries & Breweries Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:SEAMECLTD-EQ,Seamec Limited,Services,Transport Services,Shipping
NSE:SECMARK-EQ,SecMark Consultancy Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:SECURKLOUD-EQ,SECUREKLOUD TECHNOLOGIES LIMITED,Information Technology,IT - Services,IT Enabled Services
NSE:SEDEMAC-EQ,SEDEMAC Mechatronics Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SEIL-EQ,Shanti Educational Initiatives Limited,Consumer Services,Other Consumer Services,Education
NSE:SEJALLTD-BE,Sejal Glass Limited,Capital Goods,Industrial Products,Glass - Industrial
NSE:SELMC-EQ,SEL Manufacturing Company Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SEMAC-BE,Semac Construction Limited,Construction,Construction,Civil Construction
NSE:SENCO-EQ,Senco Gold Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:SENORES-EQ,Senores Pharmaceuticals Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SEPC-EQ,SEPC Limited,Construction,Construction,Civil Construction
NSE:SERVOTECH-EQ,Servotech Renewable Power System Limited,Capital Goods,Electrical Equipment,Other Electrical Equipment
NSE:SESHAPAPER-EQ,Seshasayee Paper and Boards Limited,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NSE:SETCO-BE,Setco Automotive Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SETL-EQ,Standard Engineering Technology Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:SETUINFRA-BZ,Setubandhan Infrastructure Limited,Construction,Construction,Civil Construction
NSE:SEYAIND-BE,Seya Industries Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:SFL-EQ,Sheela Foam Limited,Consumer Durables,Consumer Durables,Furniture Home Furnishing
NSE:SGFIN-EQ,SG Finserve Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:SGIL-EQ,Synergy Green Industries Limited,Capital Goods,Industrial Products,Castings & Forgings
NSE:SGL-EQ,STL Global Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SGMART-EQ,SG Mart Limited,Metals & Mining,Metals & Minerals Trading,Trading - Metals
NSE:SHADOWFAX-EQ,Shadowfax Technologies Limited,Services,Transport Services,Logistics Solution Provider
NSE:SHAH-EQ,Shah Metacorp Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SHAHALLOYS-EQ,Shah Alloys Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SHAILY-EQ,Shaily Engineering Plastics Limited,Consumer Durables,Consumer Durables,Plastic Products - Consumer
NSE:SHAKTIPUMP-EQ,Shakti Pumps (India) Limited,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
NSE:SHALBY-EQ,Shalby Limited,Healthcare,Healthcare Services,Hospital
NSE:SHALPAINTS-EQ,Shalimar Paints Limited,Consumer Durables,Consumer Durables,Paints
NSE:SHANKARA-BE,Shankara Building Products Limited,Consumer Services,Retailing,Speciality Retail
NSE:SHANTI-EQ,Shanti Overseas (India) Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:SHANTIGEAR-EQ,Shanthi Gears Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:SHANTIGOLD-EQ,Shanti Gold International Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:SHARDACROP-EQ,Sharda Cropchem Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:SHARDAMOTR-EQ,Sharda Motor Industries Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SHARDUL-EQ,Shardul Securities Limited,Financial Services,Capital Markets,Stockbroking & Allied
NSE:SHAREINDIA-EQ,Share India Securities Limited,Financial Services,Capital Markets,Stockbroking & Allied
NSE:SHBAJRG-EQ,Shri Bajrang Alliance Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SHEKHAWATI-BE,Shekhawati Industries Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SHEMAROO-EQ,Shemaroo Entertainment Limited,Media Entertainment & Publication,Entertainment,Media & Entertainment
NSE:SHILCTECH-EQ,Shilchar Technologies Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:SHILPAMED-EQ,Shilpa Medicare Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SHINDL-EQ,Sharat Industries Limited,Fast Moving Consumer Goods,Food Products,Seafood
NSE:SHIVALIK-BE,Shivalik Rasayan Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:SHIVAMAUTO-BE,Shivam Autotech Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SHIVAMILLS-BE,Shiva Mills Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SHIVATEX-EQ,Shiva Texyarn Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SHIVAUM-EQ,Shiv Aum Steels Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:SHK-EQ,S H Kelkar and Company Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:SHOPERSTOP-EQ,Shoppers Stop Limited,Consumer Services,Retailing,Diversified Retail
NSE:SHRADHA-EQ,Shradha Realty Limited,Realty,Realty,Residential Commercial Projects
NSE:SHREDIGCEM-EQ,Shree Digvijay Cement Co.Ltd,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:SHREECEM-EQ,SHREE CEMENT LIMITED,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:SHREEJISPG-EQ,Shreeji Shipping Global Limited,Services,Transport Services,Shipping
NSE:SHREEPUSHK-EQ,Shree Pushkar Chemicals & Fertilisers Limited,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
NSE:SHREERAMA-EQ,Shree Rama Multi-Tech Limited,Capital Goods,Industrial Products,Packaging
NSE:SHRENIK-BZ,Shrenik Limited,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NSE:SHREYANIND-EQ,Shreyans Industries Limited,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NSE:SHRIKRISH-EQ,Shri Krishna Devcon Limited,Realty,Realty,Residential Commercial Projects
NSE:SHRINGARMS-EQ,Shringar House of Mangalsutra Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:SHRIPISTON-EQ,Shriram Pistons & Rings Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SHRIRAMFIN-EQ,Shriram Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:SHRIRAMPPS-EQ,Shriram Properties Limited,Realty,Realty,Residential Commercial Projects
NSE:SHYAMCENT-EQ,Shyam Century Ferrous Limited,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
NSE:SHYAMMETL-EQ,Shyam Metalics and Energy Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SHYAMTEL-BE,Shyam Telecom Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:SICAGEN-EQ,Sicagen India Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:SICALLOG-BE,Sical Logistics Limited,Services,Transport Services,Logistics Solution Provider
NSE:SIEMENS-EQ,Siemens Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:SIGACHI-BE,Sigachi Industries Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SIGIND-EQ,Signet Industries Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:SIGMA-EQ,Sigma Solve Limited,Information Technology,IT - Services,IT Enabled Services
NSE:SIGMAADV-BE,SIGMA ADVANCED SYSTEMS LIMITED,Capital Goods,Aerospace & Defense,Aerospace & Defense
NSE:SIGNATURE-EQ,Signatureglobal (India) Limited,Realty,Realty,Residential Commercial Projects
NSE:SIGNPOST-EQ,Signpost India Limited,Media Entertainment & Publication,Media,Advertising & Media Agencies
NSE:SIKA-EQ,Sika Interplant Systems Limited,Capital Goods,Aerospace & Defense,Aerospace & Defense
NSE:SIKKO-EQ,Sikko Industries Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:SIL-EQ,Standard Industries Limited,Textiles,Textiles & Apparels,Trading - Textile Products
NSE:SILGO-EQ,Silgo Retail Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:SILINV-EQ,SIL Investments Limited,Financial Services,Finance,Investment Company
NSE:SILLYMONKS-EQ,Silly Monks Entertainment Limited,Media Entertainment & Publication,Entertainment,Media & Entertainment
NSE:SILVERTUC-EQ,Silver Touch Technologies Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:SIMBHALS-BZ,Simbhaoli Sugars Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
NSE:SIMPLEXINF-EQ,Simplex Infrastructures Limited,Construction,Construction,Civil Construction
NSE:SINCLAIR-EQ,Sinclairs Hotels Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:SINDHUTRAD-EQ,Sindhu Trade Links Limited,Oil Gas & Consumable Fuels,Consumable Fuels,Coal
NSE:SINGERIND-EQ,Singer India Limited,Consumer Durables,Consumer Durables,Household Appliances
NSE:SINTERCOM-EQ,Sintercom India Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SIRCA-EQ,Sirca Paints India Limited,Consumer Durables,Consumer Durables,Paints
NSE:SIS-EQ,SIS LIMITED,Consumer Services,Other Consumer Services,Other Consumer Services
NSE:SITINET-BZ,Siti Networks Limited,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
NSE:SIYSIL-EQ,Siyaram Silk Mills Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SJS-EQ,S.J.S. Enterprises Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SJVN-EQ,SJVN Limited,Power,Power,Power Generation
NSE:SKFINDIA-EQ,SKF India Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SKFINDUS-EQ,SKF India (Industrial) Limited,Capital Goods,Industrial Products,Abrasives & Bearings
NSE:SKIL-BZ,SKIL Infrastructure Limited,Construction,Construction,Civil Construction
NSE:SKIPPER-EQ,Skipper Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:SKMEGGPROD-EQ,SKM Egg Products Export (India) Limited,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
NSE:SKYGOLD-EQ,SKY GOLD AND DIAMONDS LIMITED,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:SMARTLINK-BE,Smartlink Holdings Limited,Information Technology,IT - Hardware,Computers Hardware & Equipments
NSE:SMARTWORKS-EQ,Smartworks Coworking Spaces Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:SMCGLOBAL-EQ,SMC Global Securities Limited,Financial Services,Capital Markets,Stockbroking & Allied
NSE:SMLMAH-EQ,SML Mahindra Limited,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles
NSE:SMLT-EQ,Sarthak Metals Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SMSPHARMA-EQ,SMS Pharmaceuticals Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SNOWMAN-EQ,Snowman Logistics Limited,Services,Transport Services,Logistics Solution Provider
NSE:SOBHA-EQ,Sobha Limited,Realty,Realty,Residential Commercial Projects
NSE:SOFTTECH-BE,Softtech Engineers Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:SOLARA-EQ,Solara Active Pharma Sciences Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SOLARINDS-EQ,Solar Industries India Limited,Chemicals,Chemicals & Petrochemicals,Explosives
NSE:SOLARWORLD-EQ,Solarworld Energy Solutions Limited,Construction,Construction,Civil Construction
NSE:SOLEX-EQ,Solex Energy Limited,Capital Goods,Electrical Equipment,Other Electrical Equipment
NSE:SOMANYCERA-EQ,Somany Ceramics Limited,Consumer Durables,Consumer Durables,Ceramics
NSE:SOMATEX-EQ,Soma Textiles & Industries Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SOMICONVEY-EQ,Somi Conveyor Beltings Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:SONACOMS-EQ,Sona BLW Precision Forgings Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SONAL-EQ,Sonal Mercantile Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:SONAMLTD-EQ,SONAM LIMITED,Consumer Durables,Consumer Durables,Consumer Electronics
NSE:SONATSOFTW-EQ,Sonata Software Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:SOTL-EQ,Savita Oil Technologies Limited,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
NSE:SOUTHBANK-EQ,The South Indian Bank Limited,Financial Services,Banks,Private Sector Bank
NSE:SOUTHWEST-EQ,South West Pinnacle Exploration Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:SPAL-EQ,S. P. Apparels Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:SPANDANA-EQ,Spandana Sphoorty Financial Limited,Financial Services,Finance,Microfinance Institutions
NSE:SPARC-EQ,Sun Pharma Advanced Research Company Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SPCENET-EQ,Spacenet Enterprises India Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:SPECIALITY-EQ,Speciality Restaurants Limited,Consumer Services,Leisure Services,Restaurants
NSE:SPECTRUM-EQ,Spectrum Electrical Industries Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:SPENCERS-EQ,Spencer's Retail Limited,Consumer Services,Retailing,Diversified Retail
NSE:SPIC-EQ,Southern Petrochemicals Industries Corporation  Limited,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NSE:SPLIL-EQ,SPL Industries Limited,Textiles,Textiles & Apparels,Trading - Textile Products
NSE:SPLPETRO-EQ,Supreme Petrochem Limited,Chemicals,Chemicals & Petrochemicals,Petrochemicals
NSE:SPMLINFRA-EQ,SPML Infra Limited,Construction,Construction,Civil Construction
NSE:SPORTKING-EQ,Sportking India Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SRD-EQ,Shankar Lal Rampal Dye-Chem Limited,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
NSE:SREEL-EQ,Sreeleathers Limited,Consumer Durables,Consumer Durables,Footwear
NSE:SRF-EQ,SRF Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:SRGHFL-EQ,SRG Housing Finance Limited,Financial Services,Finance,Housing Finance Company
NSE:SRHHYPOLTD-EQ,Sree Rayalaseema Hi-Strength Hypo Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:SRM-EQ,SRM Contractors Limited,Construction,Construction,Civil Construction
NSE:SRPL-BZ,Shree Ram Proteins Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
NSE:SRTL-EQ,Shree Ram Twistex Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SSDL-EQ,Saraswati Saree Depot Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:SSWL-EQ,Steel Strips Wheels Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:STALLION-EQ,Stallion India Fluorochemicals Limited,Chemicals,Chemicals & Petrochemicals,Industrial Gases
NSE:STANLEY-EQ,Stanley Lifestyles Limited,Consumer Durables,Consumer Durables,Furniture Home Furnishing
NSE:STAR-EQ,Strides Pharma Science Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:STARCEMENT-EQ,Star Cement Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:STARHEALTH-EQ,Star Health and Allied Insurance Company Limited,Financial Services,Insurance,General Insurance
NSE:STARPAPER-EQ,Star Paper Mills Limited,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NSE:STARTECK-EQ,Starteck Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:STCINDIA-EQ,The State Trading Corporation of India Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:STEELCAS-EQ,Steelcast Limited,Capital Goods,Industrial Products,Castings & Forgings
NSE:STEELCITY-EQ,Steel City Securities Limited,Financial Services,Capital Markets,Stockbroking & Allied
NSE:STEELXIND-EQ,STEEL EXCHANGE INDIA LIMITED,Capital Goods,Industrial Products,Iron & Steel Products
NSE:STEL-EQ,Stel Holdings Limited,Financial Services,Finance,Investment Company
NSE:STERTOOLS-EQ,Sterling Tools Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:STLNETWORK-BE,STL Networks Limited,Telecommunication,Telecom - Services,Other Telecom Services
NSE:STLTECH-BE,Sterlite Technologies Limited,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
NSE:STOVEKRAFT-EQ,Stove Kraft Limited,Consumer Durables,Consumer Durables,Household Appliances
NSE:STUDDS-EQ,Studds Accessories Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:STYL-EQ,Seshaasai Technologies Limited,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
NSE:STYLAMIND-EQ,Stylam Industries Limited,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
NSE:STYLEBAAZA-BE,Baazar Style Retail Limited,Consumer Services,Retailing,Speciality Retail
NSE:STYRENIX-EQ,Styrenix Performance Materials Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:SUBEXLTD-BE,Subex Limited,Information Technology,IT - Software,Software Products
NSE:SUBROS-EQ,Subros Limited,Capital Goods,Industrial Products,Other Industrial Products
NSE:SUDARCOLOR-EQ,Sudarshan Colorants India Limited,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
NSE:SUDARSCHEM-EQ,Sudarshan Chemical Industries Limited,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
NSE:SUDEEPPHRM-EQ,Sudeep Pharma Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:SUKHJITS-EQ,Sukhjit Starch & Chemicals Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:SULA-EQ,Sula Vineyards Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:SUMEETINDS-EQ,Sumeet Industries Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SUMICHEM-EQ,Sumitomo Chemical India Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:SUMIT-BE,Sumit Woods Limited,Realty,Realty,Residential Commercial Projects
NSE:SUMMITSEC-EQ,Summit Securities Limited,Financial Services,Finance,Investment Company
NSE:SUNCLAY-EQ,Sundaram Clayton Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SUNDARAM-EQ,Sundaram Multi Pap Limited,Fast Moving Consumer Goods,Household Products,Stationary
NSE:SUNDARMFIN-EQ,Sundaram Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:SUNDRMBRAK-EQ,Sundaram Brake Linings Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SUNDRMFAST-EQ,Sundram Fasteners Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SUNDROP-EQ,Sundrop Brands Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
NSE:SUNFLAG-EQ,Sunflag Iron And Steel Company Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SUNPHARMA-EQ,Sun Pharmaceutical Industries Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SUNTECK-EQ,Sunteck Realty Limited,Realty,Realty,Residential Commercial Projects
NSE:SUNTV-EQ,Sun TV Network Limited,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
NSE:SUPERHOUSE-EQ,Superhouse Limited,Consumer Durables,Consumer Durables,Leather And Leather Products
NSE:SUPERSPIN-EQ,Super Spinning Mills Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SUPRAJIT-EQ,Suprajit Engineering Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:SUPREME-EQ,Supreme Holdings & Hospitality (India) Limited,Realty,Realty,Residential Commercial Projects
NSE:SUPREMEENG-BZ,Supreme Engineering Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SUPREMEIND-EQ,Supreme Industries Limited,Capital Goods,Industrial Products,Plastic Products - Industrial
NSE:SUPREMEINF-EQ,Supreme Infrastructure India Limited,Construction,Construction,Civil Construction
NSE:SUPRIYA-EQ,Supriya Lifescience Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SURAJEST-EQ,Suraj Estate Developers Limited,Realty,Realty,Residential Commercial Projects
NSE:SURAJLTD-EQ,Suraj Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SURAKSHA-EQ,Suraksha Diagnostic Limited,Healthcare,Healthcare Services,Healthcare Service Provider
NSE:SURANASOL-EQ,Surana Solar Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:SURANAT&P-EQ,Surana Telecom and Power Limited,Power,Power,Power Generation
NSE:SURYALA-EQ,Suryalata Spinning Mills Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SURYALAXMI-EQ,Suryalakshmi Cotton Mills Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SURYAROSNI-EQ,Surya Roshni Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:SURYODAY-EQ,Suryoday Small Finance Bank Limited,Financial Services,Banks,Other Bank
NSE:SUTLEJTEX-EQ,Sutlej Textiles and Industries Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:SUVEN-EQ,Suven Life Sciences Limited,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
NSE:SUVIDHAA-EQ,Suvidhaa Infoserve Limited,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
NSE:SUYOG-EQ,Suyog Telematics Limited,Telecommunication,Telecom - Services,Telecom - Infrastructure
NSE:SUZLON-EQ,Suzlon Energy Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:SVLL-EQ,Shree Vasu Logistics Limited,Services,Transport Services,Logistics Solution Provider
NSE:SVPGLOB-BE,SVP GLOBAL TEXTILES LIMITED,Textiles,Textiles & Apparels,Other Textile Products
NSE:SWANCORP-EQ,SWAN CORP LIMITED,Chemicals,Chemicals & Petrochemicals,Petrochemicals
NSE:SWANDEF-BE,Swan Defence and Heavy Industries Limited,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
NSE:SWARAJENG-EQ,Swaraj Engines Limited,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
NSE:SWELECTES-EQ,Swelect Energy Systems Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:SWIGGY-EQ,Swiggy Limited,Consumer Services,Retailing,E-Retail/ E-Commerce
NSE:SWSOLAR-EQ,Sterling and Wilson Renewable Energy Limited,Construction,Construction,Civil Construction
NSE:SYMPHONY-EQ,Symphony Limited,Consumer Durables,Consumer Durables,Household Appliances
NSE:SYNCOMF-EQ,Syncom Formulations (India) Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:SYNGENE-EQ,Syngene International Limited,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
NSE:SYRMA-EQ,Syrma SGS Technology Limited,Capital Goods,Industrial Manufacturing,Industrial Products
